Year,Age,Level,Employer,Role
1994,34,NFL,Houston Oilers,Offensive Assistant/Quality Control
1995,35,NFL,Houston Oilers,Offensive Assistant/Quality Control
1996,36,NFL,Houston Oilers,Offensive Assistant/Quality Control
1997,37,NFL,Tennessee Oilers,Offensive Line
1998,38,NFL,Tennessee Oilers,Offensive Line
1999,39,NFL,Tennessee Titans,Offensive Line
2000,40,NFL,Tennessee Titans,Offensive Line
2001,41,NFL,Tennessee Titans,Offensive Line
2002,42,NFL,Tennessee Titans,Offensive Line
2003,43,NFL,Tennessee Titans,Offensive Line
2004,44,NFL,Tennessee Titans,Offensive Line
2005,45,NFL,Tennessee Titans,Offensive Line
2006,46,NFL,Tennessee Titans,Offensive Line
2007,47,NFL,Tennessee Titans,Offensive Line
2008,48,NFL,Tennessee Titans,Offensive Line
2009,49,NFL,Tennessee Titans,Offensive Line
2010,50,NFL,Tennessee Titans,Offensive Line
2011,51,NFL,Tennessee Titans,Head Coach
2012,52,NFL,Tennessee Titans,Head Coach
2013,53,NFL,Tennessee Titans,Head Coach
2014,54,NFL,Pittsburgh Steelers,Offensive Line
2015,55,NFL,Pittsburgh Steelers,Offensive Line
2016,56,NFL,Pittsburgh Steelers,Offensive Line
2017,57,NFL,Pittsburgh Steelers,Offensive Line
2018,58,NFL,Pittsburgh Steelers,Offensive Line
2019,59,NFL,Denver Broncos,Offensive Line
2020,60,NFL,Denver Broncos,Offensive Line
2021,61,NFL,Denver Broncos,Offensive Line
