,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2011,51,TEN,NFL,16,9,7,0,.563,-1.0,-2.2,1.2,,,,,2,7,3,
1,2012,52,TEN,NFL,16,6,10,0,.375,-10.0,-2.6,-7.4,,,,,3,4,2,
2,2013,53,TEN,NFL,16,7,9,0,.438,-0.8,-0.2,-0.6,,,,,2,8,2,
